No,Loop,SV_01,SV_02,SV_03,SV_04,SV_05,SV_06,SV_07,SV_08,SV_09,Flow SP (GPM),Flow Rate (GPM),C_Valve %Open,DPT_01 (PSI),DPT_02 (PSI),DPT_03 (PSI),DPT_04 (PSI),DPT_05 (PSI),DPT_06 (PSI),DPT_07 (PSI),DPT_08 (PSI),DPT_09 (PSI),DPT_10 (PSI),DPT_11 (PSI),GPT_01 (PSI),GPT_02 (PSI),GPT_03 (PSI)
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,14.88,11.89,0.06,0.04,0.05,0.01,0.38,0.05,0.09,0.09,0.04,0.06,0.02,3.84,64.2,-0.65
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,15.33,10.45,0.06,0.04,0.05,0.01,0.38,0.05,0.1,0.1,0.04,0.06,0.02,3.65,64.34,-0.57
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,14.93,11.38,0.06,0.03,0.05,0.01,0.36,0.06,0.08,0.09,0.03,0.05,0.02,3.49,64.53,-0.53
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,14.85,11.62,0.05,0.04,0.04,0.01,0.35,0.06,0.08,0.09,0.04,0.05,0.02,3.38,64.58,-0.54
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,14.88,11.86,0.07,0.05,0.05,0.01,0.38,0.05,0.07,0.08,0.04,0.04,0.02,3.3,64.6,-0.54
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,15.19,10.9,0.07,0.05,0.06,0.01,0.42,0.05,0.06,0.07,0.03,0.04,0.02,3.24,64.6,-0.48
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,14.89,11.64,0.08,0.05,0.06,0.01,0.39,0.06,0.09,0.09,0.04,0.03,0.02,3.2,64.58,-0.46
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,15.17,11,0.08,0.05,0.06,0.01,0.38,0.06,0.09,0.09,0.04,0.04,0.02,3.17,64.62,-0.4
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,14.63,12.13,0.07,0.04,0.05,0.01,0.38,0.06,0.09,0.1,0.04,0.03,0.02,3.16,64.65,-0.39
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,14.81,11.7,0.06,0.05,0.05,0.01,0.39,0.06,0.08,0.08,0.03,0.03,0.01,3.15,64.69,-0.38
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,14.79,11.72,0.06,0.03,0.04,0.01,0.38,0.05,0.08,0.08,0.04,0.04,0.02,3.11,64.66,-0.39
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,15.62,9.42,0.05,0.04,0.04,0.01,0.32,0.06,0.1,0.11,0.05,0.05,0.02,3.08,64.63,-0.4
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,15.67,9.51,0.05,0.04,0.04,0.01,0.32,0.05,0.1,0.1,0.05,0.04,0.01,3.1,64.64,-0.4
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,16.02,8.52,0.04,0.03,0.03,0.01,0.38,0.04,0.09,0.09,0.05,0.04,0.01,3.11,64.68,-0.4
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,15.49,9.86,0.04,0.03,0.04,0.01,0.35,0.04,0.11,0.11,0.05,0.04,0.02,3.1,64.68,-0.45
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,15.15,10.65,0.05,0.05,0.04,0.01,0.38,0.05,0.09,0.09,0.05,0.05,0.01,3.1,64.7,-0.43
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,15,15.23,10.39,0.06,0.04,0.05,0.01,0.4,0.05,0.08,0.08,0.05,0.06,0.02,3.09,64.71,-0.43
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,19.54,19.06,0.08,0.06,0.06,0.04,0.51,0.06,0.09,0.09,0.05,0.06,0.07,5.03,62.25,-1.47
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,17.19,28.75,0.05,0.06,0.04,0.03,0.35,0.03,0.04,0.05,0.03,0.05,0.05,3.54,64.61,-0.36
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,20.35,18.55,0.07,0.07,0.05,0.03,0.47,0.03,0.04,0.04,0.03,0.04,0.05,4.58,63.94,-0.69
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,19.87,18.55,0.08,0.07,0.06,0.03,0.46,0.04,0.06,0.05,0.04,0.05,0.05,5.22,63.46,-0.89
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,19.95,18.09,0.07,0.07,0.05,0.03,0.5,0.04,0.06,0.06,0.03,0.04,0.06,5.68,63.16,-1.04
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,19.88,18.47,0.07,0.07,0.06,0.03,0.5,0.05,0.07,0.06,0.04,0.04,0.05,6.01,62.88,-1.14
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,20.62,16.34,0.09,0.06,0.05,0.03,0.51,0.04,0.06,0.06,0.04,0.07,0.06,6.3,62.68,-1.19
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,20.71,16.06,0.08,0.07,0.06,0.02,0.52,0.04,0.05,0.05,0.03,0.06,0.07,6.47,62.57,-1.24
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,20.22,17.2,0.08,0.08,0.07,0.02,0.56,0.04,0.06,0.06,0.04,0.06,0.06,6.59,62.44,-1.29
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,20.08,17.72,0.08,0.07,0.06,0.03,0.59,0.04,0.06,0.06,0.04,0.06,0.07,6.62,62.43,-1.3
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,19.9,18.27,0.08,0.07,0.06,0.03,0.59,0.05,0.07,0.06,0.04,0.05,0.06,6.68,62.33,-1.3
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,19.7,18.77,0.1,0.09,0.07,0.03,0.56,0.06,0.09,0.08,0.05,0.05,0.05,6.71,62.32,-1.33
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,20.09,17.7,0.1,0.09,0.07,0.03,0.57,0.06,0.09,0.08,0.06,0.05,0.06,6.75,62.28,-1.33
1,Venturi Loop,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,OPEN,CLOSED,20,19.74,18.25,0.12,0.09,0.08,0.03,0.53,0.06,0.09,0.08,0.06,0.07,0.06,6.74,62.25,-1.38
2,Gate Loop,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,OPEN,OPEN,CLOSED,10,29.73,34.59,0.32,0.33,0.39,0.07,0.19,3.24,12.1,14.23,0.13,0.19,0.18,39.96,50.22,-8.84
2,Gate Loop,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,OPEN,OPEN,CLOSED,10,12.37,8.85,0.29,0.3,0.33,0.06,0.15,2.73,10.23,12.02,0.1,0.15,0.15,32.97,53.24,-7.22
2,Gate Loop,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,OPEN,OPEN,CLOSED,10,10.13,6.39,0.22,0.23,0.25,0.05,0.12,2.16,8.1,9.5,0.08,0.13,0.12,25.14,56.18,-5.56
2,Gate Loop,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,OPEN,OPEN,CLOSED,10,9.59,6.85,0.17,0.17,0.19,0.04,0.1,1.73,6.46,7.57,0.07,0.1,0.09,19.13,58.33,-4.32
2,Gate Loop,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,OPEN,OPEN,CLOSED,10,9.88,6.88,0.14,0.13,0.15,0.04,0.08,1.4,5.21,6.12,0.05,0.08,0.07,14.75,59.82,-3.43
2,Gate Loop,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,OPEN,OPEN,CLOSED,10,9.76,7.14,0.11,0.11,0.12,0.03,0.07,1.14,4.29,5.05,0.04,0.07,0.06,11.57,60.92,-2.76
2,Gate Loop,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,OPEN,OPEN,CLOSED,10,10.07,6.21,0.09,0.09,0.1,0.03,0.06,0.97,3.64,4.3,0.04,0.06,0.05,9.19,61.79,-2.34
2,Gate Loop,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,OPEN,OPEN,CLOSED,10,9.98,6.27,0.07,0.07,0.08,0.03,0.05,0.86,3.18,3.77,0.03,0.05,0.04,7.38,62.32,-2.01
2,Gate Loop,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,OPEN,OPEN,CLOSED,10,10.36,5.54,0.06,0.07,0.07,0.02,0.05,0.75,2.8,3.33,0.03,0.04,0.04,6.02,62.8,-1.74
3,Globe Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,OPEN,CLOSED,10,10.98,7.24,0.1,0.1,0.08,0.03,0.06,0.89,3.29,3.91,0.04,0.05,0.05,7.38,62.67,-2.37
3,Globe Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,OPEN,CLOSED,10,9.89,6.29,0.08,0.09,0.07,0.02,0.05,0.75,2.77,3.32,0.05,0.13,0.11,5.9,62.99,-2.05
3,Globe Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,OPEN,CLOSED,10,9.94,8.6,0.08,0.08,0.07,0.02,0.09,0.58,2.13,2.57,0.11,0.92,0.9,5.31,63.28,-1.76
3,Globe Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,OPEN,CLOSED,10,10.05,8.97,0.08,0.08,0.06,0.02,0.07,0.43,1.58,1.9,0.2,2.01,2.1,5.87,63.53,-1.57
3,Globe Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,OPEN,CLOSED,10,10.19,9.04,0.07,0.07,0.05,0.01,0.06,0.31,1.13,1.36,0.25,2.93,3.09,6.3,63.72,-1.43
3,Globe Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,OPEN,CLOSED,10,9.82,9.79,0.08,0.06,0.05,0.02,0.05,0.24,0.84,1.01,0.3,3.53,3.77,6.59,63.86,-1.34
3,Globe Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,OPEN,CLOSED,10,9.74,9.99,0.07,0.05,0.05,0.01,0.04,0.18,0.62,0.75,0.32,3.97,4.23,6.78,63.88,-1.25
3,Globe Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,OPEN,CLOSED,10,9.94,9.85,0.06,0.05,0.05,0.01,0.05,0.14,0.47,0.56,0.35,4.35,4.58,6.99,63.92,-1.18
3,Globe Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,OPEN,CLOSED,10,9.91,9.45,0.09,0.05,0.05,0.02,0.05,0.1,0.35,0.42,0.4,4.69,4.9,7.14,63.97,-1.14
4,Galvanized Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,OPEN,10,11.4,8.23,0.14,0.12,0.09,0.02,0.09,0.03,0.04,0.05,0.98,12.83,13.5,21.25,61.81,-2.6
4,Galvanized Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,OPEN,10,9.6,8.03,0.23,0.11,0.08,0.02,0.08,0.03,0.05,0.05,0.73,9.69,10.2,15.99,62.5,-2.11
4,Galvanized Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,OPEN,10,10.13,5.9,0.31,0.08,0.07,0.03,0.07,0.04,0.07,0.06,0.55,7.16,7.53,12.34,62.94,-1.79
4,Galvanized Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,OPEN,10,10.17,5.66,0.38,0.07,0.06,0.03,0.08,0.05,0.07,0.07,0.42,5.28,5.56,9.59,63.24,-1.56
4,Galvanized Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,OPEN,10,10.08,5.96,0.42,0.06,0.06,0.03,0.07,0.05,0.09,0.09,0.32,3.9,4.11,7.55,63.44,-1.43
4,Galvanized Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,OPEN,10,9.65,7.05,0.45,0.06,0.05,0.03,0.06,0.04,0.08,0.08,0.24,2.88,3.03,6.02,63.55,-1.33
4,Galvanized Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,OPEN,10,9.96,6.35,0.47,0.06,0.05,0.03,0.06,0.05,0.08,0.08,0.19,2.13,2.25,4.88,63.63,-1.25
4,Galvanized Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,OPEN,10,9.98,8.36,0.47,0.05,0.05,0.03,0.08,0.06,0.09,0.09,0.14,1.58,1.67,4.05,63.76,-1.19
4,Galvanized Loop,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,OPEN,10,10.15,5.81,0.49,0.05,0.05,0.04,0.09,0.06,0.09,0.09,0.12,1.24,1.31,3.56,63.88,-1.19
5,SCH80 Loop,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,13.87,6.98,2.84,0.23,0.19,0.16,0.19,0.12,0.16,0.16,0.08,0.06,0.07,16.31,52.23,-7.7
5,SCH80 Loop,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,10.23,5.32,2.17,0.18,0.15,0.13,0.15,0.1,0.12,0.13,0.06,0.05,0.06,11.98,55.7,-5.81
5,SCH80 Loop,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,10.13,4.63,1.7,0.17,0.12,0.1,0.13,0.08,0.1,0.1,0.06,0.05,0.05,8.97,57.91,-4.54
5,SCH80 Loop,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.87,6.4,1.33,0.26,0.11,0.08,0.1,0.07,0.08,0.09,0.05,0.04,0.05,7.11,59.55,-3.6
5,SCH80 Loop,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,10.21,4.9,1,0.31,0.1,0.07,0.1,0.06,0.08,0.09,0.05,0.03,0.05,5.66,60.75,-2.9
5,SCH80 Loop,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.74,6.11,0.74,0.36,0.09,0.06,0.09,0.05,0.07,0.07,0.04,0.03,0.04,4.58,61.72,-2.4
5,SCH80 Loop,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,10.06,5.51,0.56,0.4,0.08,0.06,0.1,0.06,0.07,0.07,0.03,0.03,0.04,3.77,62.31,-2
5,SCH80 Loop,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.61,5.85,0.43,0.42,0.07,0.06,0.08,0.05,0.07,0.07,0.04,0.03,0.03,3.16,62.79,-1.72
5,SCH80 Loop,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.83,5.86,0.32,0.42,0.06,0.05,0.08,0.04,0.06,0.06,0.03,0.03,0.03,2.69,63.17,-1.55
6,SCH40 Loop,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,0,0,100,0.04,1.3,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,1.05,1.91
6,SCH40 Loop,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,13.93,6.56,0.26,2.34,0.19,0.15,0.14,0.09,0.12,0.12,0.09,0.07,0.06,13.66,52.66,-7.35
6,SCH40 Loop,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.88,5.7,0.2,1.78,0.19,0.12,0.12,0.07,0.1,0.09,0.06,0.06,0.05,10.14,55.68,-5.67
6,SCH40 Loop,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.98,5.28,0.17,1.36,0.24,0.1,0.09,0.06,0.08,0.08,0.05,0.05,0.04,7.68,57.93,-4.46
6,SCH40 Loop,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.82,5.6,0.14,1.08,0.26,0.09,0.08,0.06,0.08,0.07,0.05,0.04,0.04,6.15,59.24,-3.7
6,SCH40 Loop,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.74,5.73,0.13,0.81,0.25,0.07,0.08,0.06,0.07,0.07,0.05,0.03,0.03,4.68,60.56,-3.01
6,SCH40 Loop,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,10.32,4.31,0.11,0.6,0.29,0.06,0.08,0.06,0.07,0.07,0.04,0.04,0.03,3.6,61.45,-2.47
6,SCH40 Loop,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.84,5.8,0.09,0.46,0.3,0.05,0.07,0.05,0.07,0.07,0.04,0.05,0.02,2.78,62.21,-2.12
6,SCH40 Loop,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,10.11,5.38,0.08,0.35,0.31,0.05,0.07,0.05,0.06,0.06,0.04,0.05,0.02,2.18,62.73,-1.8
6,SCH40 Loop,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,10.1,4.8,0.07,0.26,0.32,0.05,0.07,0.04,0.07,0.06,0.04,0.05,0.03,1.74,63.16,-1.6
6,SCH40 Loop,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,10.37,4.15,0.07,0.2,0.32,0.04,0.08,0.05,0.08,0.06,0.04,0.04,0.03,1.39,63.37,-1.43
7,SCH40/SCH80,CLOSED,OPEN,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,14.9,5.35,0.17,0.25,1.69,0.13,0.14,0.07,0.09,0.09,0.05,0.07,0.07,11.02,52.24,-7.56
7,SCH40/SCH80,CLOSED,OPEN,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,10.47,4.32,0.14,0.19,1.33,0.11,0.12,0.06,0.08,0.07,0.04,0.06,0.06,8.17,55.4,-5.83
7,SCH40/SCH80,CLOSED,OPEN,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.65,5.26,0.12,0.17,1.03,0.09,0.09,0.05,0.06,0.06,0.03,0.05,0.04,6.03,57.69,-4.54
7,SCH40/SCH80,CLOSED,OPEN,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.79,4.71,0.1,0.15,0.77,0.08,0.07,0.04,0.05,0.05,0.03,0.04,0.04,4.31,59.52,-3.53
7,SCH40/SCH80,CLOSED,OPEN,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.91,4.85,0.08,0.12,0.61,0.07,0.06,0.04,0.04,0.04,0.02,0.03,0.03,3.18,60.72,-2.81
7,SCH40/SCH80,CLOSED,OPEN,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.69,5.07,0.06,0.1,0.52,0.06,0.05,0.03,0.04,0.04,0.02,0.02,0.03,2.34,61.63,-2.29
7,SCH40/SCH80,CLOSED,OPEN,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,9.45,5.39,0.05,0.09,0.44,0.06,0.04,0.03,0.03,0.03,0.02,0.02,0.02,1.73,62.29,-1.95
7,SCH40/SCH80,CLOSED,OPEN,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,10.15,4.37,0.05,0.09,0.35,0.05,0.04,0.02,0.03,0.03,0.02,0.02,0.03,1.27,62.8,-1.71
7,SCH40/SCH80,CLOSED,OPEN,OPEN,CLOSED,CLOSED,CLOSED,OPEN,OPEN,CLOSED,10,10.06,4.47,0.05,0.1,0.29,0.04,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.94,63.15,-1.49